job_name,instance_count,failed_instance_count,instance_fail_rate,inst_duration_mean,inst_duration_max,inst_duration_std,cpu_avg_mean,cpu_avg_max,cpu_max_mean,cpu_max_max,mem_avg_mean,mem_avg_max,mem_max_mean,mem_max_max,cpu_spike_mean,mem_spike_mean,first_start_time,last_end_time,primary_machine_id,unique_machines,job_failure,runtime_span,task_count,unique_task_count,total_instances,max_instances_per_task,mean_instances_per_task,dag_depth,fan_in_mean,fan_in_max,root_task_ratio,plan_cpu_mean,plan_cpu_max,plan_cpu_sum,plan_mem_mean,plan_mem_max,plan_mem_sum,resource_product_sum,task_start_min,task_end_max,task_duration_mean,task_duration_max,task_fail_rate,job_span,parallelism_proxy,dependency_density,cpu_mem_ratio,critical_path_proxy,dag_complexity,machine_id,machine_cpu_mean,machine_cpu_std,machine_cpu_max,machine_mem_mean,machine_mem_std,machine_mem_max,machine_net_in_mean,machine_net_out_mean,machine_disk_mean,machine_records,machine_pressure,submit_hour,submit_day,sin_hour,cos_hour,prev_failure_rate_200,prev_runtime_mean_200,local_arrival_density_200,cx_dag,cx_pressure,cx_retry,cx_parallel,cx_span,complexity_score
j_1373059,1171,0,0.0,18.35012809564475,60,8.419982717199392,99.9607173356106,127.0,154.9461998292058,230.0,0.11130657557643041,0.37,0.16192997438087106,0.46,54.98548249359522,0.05062339880444065,425703,425829,m_1024,1067,0,126,9.0,9.0,1171.0,687.0,130.11111111111111,7.0,0.8888888888888888,6.0,0.6666666666666666,50.0,50.0,450.0,0.3277777777777778,0.49,2.95,147.5,425722.0,425829.0,30.88888888888889,107.0,0.0,107.0,10.842592592492197,0.09876543208779148,152.5423724159724,749.0,22.369052063131004,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,20.095,0.027016074564365798,0.9982144836267371,0.0,0.0,0.12848661417382537,0.10958332246187681,0.33517483558337646
j_1991843,23,0,0.0,0.34782608695652173,1,0.48698475355767396,86.95652173913044,103.0,86.95652173913044,103.0,0.02,0.02,0.02,0.02,0.0,0.0,425725,425729,m_2406,21,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,20.725,0.02699419624780672,,0.0,0.0,,0.003478835633710375,
j_1896094,2,0,0.0,148.0,154,8.48528137423857,98.0,99.0,536.5,547.0,0.13,0.13,0.14,0.14,438.5,0.010000000000000009,425877,426031,m_1231,2,0,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,20.745,0.026490066225165563,,0.0,0.0,,0.13393517189784943,
j_335977,1,0,0.0,1.0,1,,52.0,52.0,55.0,55.0,0.02,0.02,0.03,0.03,3.0,0.009999999999999998,426067,426068,m_806,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,50.0,50.0,0.2,0.2,0.2,10.0,426064.0,426068.0,4.0,4.0,0.0,4.0,0.19999999996,0.0,249.99999875,4.0,2.386294361119891,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,21.51,0.025936973155232784,0.0,0.0,0.0,0.0023351402359793032,0.0008697089084275937,0.00048072737166103454
j_673778,64,0,0.0,27.078125,28,0.8783947751167356,,,,,,,,,0.0,0.0,426114,426142,m_1065,64,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,21.515,0.025906735751295335,,0.0,0.0,,0.024351849435972624,
j_1924537,1747,0,0.0,23.534058385804236,163,7.605791619951168,13.536348025186033,93.0,26.51402404121351,129.0,0.05851173440183171,0.11,0.07028636884306988,0.15,12.977676016027475,0.011734401831711514,426179,426471,m_1096,1714,0,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,21.655,0.025713551041398816,,0.0,0.0,,0.25395500126085735,
j_1959654,104,0,0.0,41.18269230769231,76,15.511201353808378,12.923076923076923,53.0,34.76923076923077,100.0,0.02,0.02,0.02048076923076923,0.03,21.846153846153847,0.0004807692307692307,426294,426749,m_1082,104,0,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,23.115,0.025367833587011668,,0.0,0.0,,0.39571755333455516,
j_1781516,1,0,0.0,0.0,0,,65.0,65.0,65.0,65.0,0.07,0.07,0.0,0.0,0.0,-0.07,426338,426338,m_3014,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,25.39,0.025236593059936908,,0.0,0.0,,0.0,
j_720826,3,0,0.0,4.666666666666667,13,7.234178138070235,22.333333333333332,30.0,25.666666666666668,30.0,0.02,0.02,0.02,0.02,3.3333333333333335,0.0,426390,426745,m_1161,3,0,355,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,0.0,15.0,30.0,45.0,0.043333333333333335,0.05,0.13,2.15,426387.0,426745.0,126.66666666666667,358.0,0.0,358.0,0.008356545960979508,0.9999999996666666,346.15383816568067,1432.0,9.772588722239782,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,25.39,0.02513826043237808,0.36897339804397095,0.0,0.0,6.350351002961544e-05,0.3087466624917958,0.1570135443134651
j_814928,170,0,0.0,5.9,36,3.2043793997087966,96.41764705882353,111.0,146.41764705882352,181.0,0.04017647058823529,0.16,0.050117647058823524,0.26,50.0,0.009941176470588238,426435,426482,m_3577,169,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,27.16,0.025015634771732333,,0.0,0.0,,0.040876318696096904,
j_2084389,921,0,0.0,9.340933767643865,12,3.2765548577470662,42.85450597176982,154.0,194.5743756786102,1300.0,0.19266015200868622,0.59,0.27395222584147666,0.76,151.7198697068404,0.08129207383279045,426458,426470,m_3356,849,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,27.395,0.025056376847907794,,0.0,0.0,,0.010436506901131124,
j_1217953,26,0,0.0,94.1923076923077,228,64.22461785376024,92.03846153846153,108.0,319.15384615384613,462.0,0.1346153846153846,0.16,0.14423076923076922,0.17,227.1153846153846,0.009615384615384625,426471,426707,m_2690,25,0,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,27.445,0.025056376847907794,,0.0,0.0,,0.20525130238891212,
j_1369147,19,0,0.0,3.526315789473684,5,0.696692268479466,73.15789473684211,100.0,84.10526315789474,165.0,0.09894736842105263,0.12,0.14157894736842108,0.17,10.947368421052632,0.04263157894736844,426567,426572,m_1178,17,0,5,1.0,1.0,19.0,19.0,19.0,1.0,0.0,0.0,1.0,50.0,50.0,50.0,0.39,0.39,0.39,19.5,426567.0,426572.0,5.0,5.0,0.0,5.0,3.1666666661388887,0.0,128.20512787639709,5.0,4.688879454113936,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,28.62,0.024789291026276646,0.11502285239531024,0.0,0.0,0.03750038492300696,0.004348544542137968,0.04078419513836481
j_1651572,334,0,0.0,135.35329341317365,208,16.161005916835144,90.92215568862275,100.0,153.02994011976048,187.0,0.05002994011976048,0.06,0.05008982035928144,0.06,62.10778443113772,5.9880239520958056e-05,426799,427023,m_1776,333,0,224,1.0,1.0,334.0,334.0,334.0,1.0,0.0,0.0,1.0,50.0,50.0,50.0,0.68,0.68,0.68,34.0,426797.0,427023.0,226.0,226.0,0.0,226.0,1.471365638760038,0.0,73.5294116565744,226.0,7.507277712385012,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,28.64,0.024099289070972408,0.2558125273735248,0.0,0.0,0.017405213421069217,0.194814795487781,0.10857675954838497
j_638262,1,0,0.0,6.0,6,,91.0,91.0,133.0,133.0,0.23,0.23,0.3,0.3,42.0,0.06999999999999998,426894,426900,m_2323,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_2323,38.03460567354819,12.100790677002287,84.0,91.55354225456706,3.4697133708707693,98.0,42.16081093123422,34.3550839150453,6.7653349175701765,6733.0,0.4545116094856181,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,29.755,0.02391772303276728,,0.9397399108805601,0.0,,0.005218253450565562,
j_2341027,243,0,0.0,30.559670781893004,73,21.97066834804446,162.20164609053498,247.0,588.9835390946502,828.0,0.17950617283950615,0.32,0.2614814814814815,0.4,426.7818930041152,0.0819753086419753,426903,426976,m_201,213,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,29.785,0.023892008123282765,,0.0,0.0,,0.06348875031521434,
j_1639769,6,0,0.0,0.16666666666666666,1,0.408248290463863,73.33333333333333,97.0,78.66666666666667,94.0,0.09166666666666667,0.45,0.15666666666666668,0.88,5.333333333333333,0.065,426941,426942,m_2079,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_2079,30.430553548200606,13.033561216305056,89.0,90.1336898395722,4.03983018719463,98.0,38.859943633473044,27.13543720190779,5.156236450354098,6919.0,0.4190682661270897,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,30.15,0.02390343014222541,,0.8664579008418121,0.0,,0.0008697089084275937,
j_1459454,5,0,0.0,17.8,35,16.574076143182157,16.6,30.0,25.6,32.0,0.02,0.02,0.02,0.02,9.0,0.0,427045,427274,m_1102,5,0,229,3.0,3.0,5.0,3.0,1.6666666666666667,4.0,3.0,3.0,0.0,15.0,30.0,45.0,0.043333333333333335,0.05,0.13,2.15,427042.0,427274.0,92.66666666666667,232.0,0.0,232.0,0.02145922746771906,0.9999999996666666,346.15383816568067,928.0,10.178053830347945,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,30.105,0.02361553902467824,0.38922791694243686,0.0,0.0,0.00021881553294527154,0.19916334002991895,0.1466756984171607
j_1224272,90,0,0.0,31.255555555555556,44,6.505936979407729,15.166666666666666,44.0,29.61111111111111,50.0,0.02,0.02,0.02,0.02,14.444444444444445,0.0,427468,427829,m_1066,90,0,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,31.155,0.022502250225022502,,0.0,0.0,,0.3139649159423613,
j_789854,1,0,0.0,4.0,4,,77.0,77.0,85.0,85.0,0.03,0.03,0.03,0.03,8.0,0.0,427681,427685,m_167,1,0,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,50.0,50.0,0.39,0.39,0.39,19.5,427681.0,427685.0,4.0,4.0,0.0,4.0,0.19999999996,0.0,128.20512787639709,4.0,2.386294361119891,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,32.96,0.021975607076145477,0.0,0.0,0.0,0.0023351402359793032,0.003478835633710375,0.0008720963804534517
j_712411,10,0,0.0,34.7,37,2.213594362117866,102.8,109.0,169.0,186.0,0.9030000000000001,0.93,1.0150000000000001,1.02,66.2,0.11199999999999999,427692,427729,m_2206,8,0,37,1.0,1.0,10.0,10.0,10.0,1.0,0.0,0.0,1.0,50.0,50.0,50.0,0.68,0.68,0.68,34.0,427692.0,427729.0,37.0,37.0,0.0,37.0,0.2631578947299169,0.0,73.5294116565744,37.0,4.091042453358316,m_2206,38.90730707277786,12.454112171685518,91.0,91.71386733050227,3.306516988223373,98.0,47.09800556450433,35.23894713720896,6.922536242495241,6829.0,0.4584790354859179,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,32.975,0.021949078138718173,0.08515862835269135,0.947942888490233,0.0,0.0030837793900917215,0.032179229611820966,0.26782276197865257
j_1160344,2,0,0.0,4.5,9,6.363961030678928,83.5,84.0,96.0,100.0,0.075,0.12,0.085,0.14,12.5,0.010000000000000009,427814,427823,m_3676,2,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,33.155,0.021659085986571364,,0.0,0.0,,0.007827380175848343,
j_985291,3,0,0.0,0.6666666666666666,2,1.1547005383792517,29.333333333333332,66.0,30.0,66.0,0.02,0.02,0.02,0.02,0.6666666666666666,0.0,428329,428337,m_2240,3,0,8,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,0.0,15.0,30.0,45.0,0.043333333333333335,0.05,0.13,2.15,428326.0,428337.0,7.333333333333333,11.0,0.0,11.0,0.24999999997916666,0.9999999996666666,346.15383816568067,44.0,9.772588722239782,m_2240,41.99734865223155,13.706559128825713,92.0,89.12358226542938,5.3395505991571035,98.0,53.11448372367064,43.913471792605684,8.354102224186184,6789.0,0.46491677713949037,22.0,4.0,-0.5000000000000004,0.8660254037844384,0.0,33.195,0.02056978298878947,0.36897339804397095,0.9612534456719231,0.0,0.0029278128995684524,0.00695767126742075,0.3524882034562204
j_2226739,14,0,0.0,1.0,2,0.5547001962252291,39.642857142857146,55.0,43.285714285714285,65.0,0.02,0.02,0.02857142857142857,0.03,3.642857142857143,0.00857142857142857,428434,428436,m_1108,14,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,33.23,0.02035002035002035,,0.0,0.0,,0.0017394178168551875,
j_1751367,11,0,0.0,0.9090909090909091,1,0.30151134457776363,36.27272727272727,62.0,75.18181818181819,200.0,0.10181818181818181,0.34,0.24909090909090906,0.87,38.90909090909091,0.14727272727272728,429124,429125,m_1389,11,0,1,7.0,7.0,11.0,3.0,1.5714285714285714,4.0,0.8571428571428571,3.0,0.42857142857142855,100.0,100.0,700.0,0.40857142857142853,0.59,2.86,286.0,429124.0,429125.0,0.8571428571428571,1.0,0.0,1.0,5.49999999725,0.12244897957434402,244.75524415619347,4.0,11.564348191467836,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,33.235,0.019018638265500192,0.4584785744580749,0.0,0.0,0.065158442520224,0.0008697089084275937,0.14744779505172018
j_404864,3,0,0.0,0.0,0,0.0,66.0,82.0,66.0,82.0,0.02,0.02,0.0,0.0,0.0,-0.02,429214,429214,m_2255,3,0,0,3.0,3.0,3.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,100.0,100.0,300.0,0.3933333333333333,0.49,1.18,118.0,429214.0,429214.0,0.0,0.0,0.0,0.0,2.9999999969999998,0.22222222214814813,254.23728748922724,0.0,5.772588722239782,m_2255,38.08491947291362,11.834540131489737,87.0,92.0320644216691,3.0514209315524297,98.0,35.20546852122987,26.931571010248902,7.392679355783309,6830.0,0.45836554416788683,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,33.24,0.01885902876001886,0.16915823769174898,0.9477082359118029,0.0,0.03552480934916273,0.0,0.2930032516878498
j_300205,1,0,0.0,2.0,2,,128.0,128.0,162.0,162.0,0.02,0.02,0.02,0.02,34.0,0.0,429221,429223,m_3457,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,33.24,0.018857250612860643,,0.0,0.0,,0.0017394178168551875,
j_751964,1,0,0.0,0.0,0,,61.0,61.0,61.0,61.0,0.02,0.02,0.02,0.02,0.0,0.0,429231,429231,m_452,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,50.0,50.0,0.2,0.2,0.2,10.0,429228.0,429231.0,3.0,3.0,0.0,3.0,0.2499999999375,0.0,249.99999875,3.0,2.386294361119891,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,33.245,0.018883958077613068,0.0,0.0,0.0,0.0029278128990745584,0.0,0.0004391719348611838
j_283042,24,0,0.0,0.5833333333333334,1,0.5036101551853349,57.75,85.0,57.875,85.0,0.02,0.02,0.02,0.02,0.125,0.0,429309,429314,m_1366,21,0,5,2.0,2.0,24.0,23.0,12.0,2.0,0.5,1.0,0.5,50.0,50.0,100.0,0.2,0.2,0.4,20.0,429306.0,429314.0,6.0,8.0,0.0,8.0,2.66666666637037,0.249999999875,249.99999875,16.0,7.31748811353631,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,33.24,0.01877581674802854,0.24633181759174047,0.0,0.0,0.03157365829213123,0.004348544542137968,0.07928787570266252
j_59050,13,0,0.0,0.5384615384615384,7,1.9414506867883021,39.61538461538461,88.0,43.84615384615385,88.0,0.02,0.02,0.02,0.02,4.230769230769231,-0.0015384615384615385,429434,429814,m_2469,11,0,380,3.0,3.0,13.0,11.0,4.333333333333333,4.0,3.0,3.0,0.0,15.0,30.0,45.0,0.043333333333333335,0.05,0.13,2.15,429431.0,429814.0,135.33333333333334,383.0,0.0,383.0,0.033854166666578506,0.9999999996666666,346.15383816568067,1532.0,11.02535169073515,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,33.265,0.01857527630723507,0.43155365640227783,0.0,0.0,0.00036573836548922276,0.3304893852024856,0.17909436545587956
j_1489470,1,0,0.0,2.0,2,,31.0,31.0,44.0,44.0,0.02,0.02,0.03,0.03,13.0,0.009999999999999998,429507,429509,m_1161,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,35.165,0.01847063169560399,,0.0,0.0,,0.0017394178168551875,
j_295427,267,0,0.0,10.846441947565543,15,5.078594367668725,69.29588014981273,170.0,226.9438202247191,715.0,0.19711610486891387,0.6,0.22363295880149814,0.65,157.64794007490636,0.02651685393258427,429677,429692,m_1089,241,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,35.175,0.018188432157148056,,0.0,0.0,,0.013045633626413906,
j_1473119,2,0,0.0,0.0,0,0.0,83.5,94.0,92.0,94.0,0.02,0.02,0.01,0.02,8.5,-0.01,429751,429751,m_1270,2,0,0,2.0,2.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,100.0,100.0,200.0,0.345,0.39,0.69,69.0,429751.0,429751.0,0.0,0.0,0.0,0.0,1.9999999979999998,0.249999999875,289.85507162360847,0.0,5.19722457733622,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,35.25,0.01809463494074007,0.14041661797304292,0.0,0.0,0.023671356093777025,0.0,0.04567568880597943
j_853858,19,0,0.0,3.4210526315789473,5,0.6069769786668839,75.42105263157895,84.0,82.42105263157895,89.0,0.11421052631578947,0.34,0.1563157894736842,0.39,7.0,0.04210526315789475,430016,430021,m_3100,17,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,35.25,0.01767096660187312,,0.0,0.0,,0.004348544542137968,
j_1737848,124,0,0.0,20.93548387096774,99,25.54566831544371,68.33870967741936,125.0,184.96774193548387,482.0,0.15870967741935485,0.34,0.2218548387096774,0.41,116.62903225806451,0.06314516129032256,430510,430609,m_1007,114,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,35.275,0.016969285593076533,,0.0,0.0,,0.08610118193433178,
j_1083034,2,0,0.0,20.5,28,10.606601717798213,79.0,93.0,131.5,158.0,0.205,0.3,0.425,0.72,52.5,0.22,430562,430590,m_2100,2,0,28,2.0,2.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,100.0,100.0,200.0,0.345,0.39,0.69,69.0,430562.0,430590.0,20.5,28.0,0.0,28.0,0.06896551723900118,0.249999999875,289.85507162360847,56.0,5.19722457733622,m_2100,45.494319020215436,11.210448191504652,87.0,88.2397816142836,4.8038157992675465,98.0,40.28733362844917,32.411267522502584,12.07909104323447,6777.0,0.48604397225911167,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,35.77,0.0168947457340767,0.14041661797304292,0.9999999979324182,0.0,0.000781929118649086,0.024351849435972624,0.2958950516582107
j_709733,3,0,0.0,0.6666666666666666,1,0.5773502691896258,26.666666666666668,30.0,26.666666666666668,30.0,0.02,0.02,0.02,0.02,0.0,0.0,430779,431089,m_2421,3,0,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,35.91,0.016592002654720425,,0.0,0.0,,0.26960976161255407,
j_1765077,6,0,0.0,0.5,1,0.5477225575051661,59.666666666666664,92.0,91.83333333333333,225.0,0.105,0.41,0.15333333333333335,0.81,32.166666666666664,0.048333333333333346,430999,431000,m_1273,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,37.46,0.016295934164425974,,0.0,0.0,,0.0008697089084275937,
j_1982139,24,0,0.0,0.0,0,0.0,85.0,100.0,85.0,100.0,0.02,0.02,0.02,0.02,0.0,0.0,431025,431115,m_1070,21,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,37.465,0.016278691193228063,,0.0,0.0,,0.07827380175848343,
j_1943106,4,0,0.0,273.25,350,97.9672564346544,97.25,101.0,110.0,116.0,0.05,0.05,0.05,0.05,12.75,0.0,431140,431490,m_1657,4,0,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,37.91,0.016151174997981105,,0.0,0.0,,0.3043981179496578,
j_396277,1,0,0.0,2.0,2,,89.0,89.0,93.0,93.0,0.04,0.04,0.07,0.07,4.0,0.030000000000000006,431165,431167,m_3279,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,39.66,0.016134236850596968,,0.0,0.0,,0.0017394178168551875,
j_1615301,65,0,0.0,2.123076923076923,5,2.1687243680595705,67.36923076923077,100.0,84.16923076923077,200.0,0.029076923076923077,0.05,0.02446153846153846,0.06,16.8,-0.004615384615384615,431228,431233,m_1335,57,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,39.665,0.016070711128967456,,0.0,0.0,,0.004348544542137968,
j_564119,3,0,0.0,8.333333333333334,24,13.576941236277534,23.333333333333332,36.0,28.666666666666668,36.0,0.02,0.02,0.02,0.02,5.333333333333333,0.0,431251,431571,m_1388,3,0,320,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,0.0,15.0,30.0,45.0,0.043333333333333335,0.05,0.13,2.15,430938.0,431571.0,429.0,633.0,0.0,633.0,0.004731861198730707,0.9999999996666666,346.15383816568067,2532.0,9.772588722239782,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,39.685,0.016042351808775165,0.36897339804397095,0.0,0.0,2.053847859182539e-05,0.27830685069683,0.15244112778950455
j_1565545,1,0,0.0,5.0,5,,67.0,67.0,93.0,93.0,0.05,0.05,0.05,0.05,26.0,0.0,431462,431467,m_1561,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,41.285,0.01580278128950695,,0.0,0.0,,0.004348544542137968,
j_646417,82,0,0.0,19.634146341463413,38,9.268974126678518,105.46341463414635,120.0,158.5,201.0,0.06939024390243903,0.1,0.0975609756097561,0.16,53.03658536585366,0.028170731707317074,431636,431857,m_1018,82,0,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,41.305,0.015596974187007721,,0.0,0.0,,0.1922056687624982,
j_748518,82,0,0.0,5.036585365853658,6,0.6748593260129512,135.3780487804878,148.0,200.8780487804878,533.0,0.0451219512195122,0.06,0.058536585365853655,0.06,65.5,0.01341463414634146,431971,431983,m_2783,81,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,-0.25881904510252157,0.9659258262890681,0.0,42.41,0.015204500532157519,,0.0,0.0,,0.010436506901131124,
j_832122,22,0,0.0,4.7272727272727275,6,1.2414207752110247,58.45454545454545,85.0,96.13636363636364,300.0,0.0659090909090909,0.17,0.07818181818181819,0.2,37.68181818181818,0.012272727272727274,432019,432025,m_1076,22,0,6,2.0,2.0,22.0,15.0,11.0,2.0,0.5,1.0,0.5,100.0,100.0,200.0,0.345,0.39,0.69,69.0,432019.0,432025.0,6.0,6.0,0.0,6.0,3.1428571424081633,0.249999999875,289.85507162360847,12.0,7.23410650459726,,,,,,,,,,,,,0.0,5.0,0.0,1.0,0.0,42.47,0.015159554309103311,0.2421665902015948,0.0,0.0,0.03721815984614959,0.005218253450565562,0.07901543905498572
j_1821633,37,0,0.0,25.08108108108108,33,7.31200830589418,89.75675675675676,98.0,96.10810810810811,102.0,0.03162162162162162,0.1,0.032432432432432434,0.13,6.351351351351352,0.0008108108108108108,432109,432160,m_2793,36,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,1.0,0.0,42.5,0.015065913370998116,,0.0,0.0,,0.04435515432980728,
j_65686,1,0,0.0,25.0,25,,81.0,81.0,93.0,93.0,0.12,0.12,0.13,0.13,12.0,0.010000000000000009,432168,432193,m_3208,1,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,1.0,0.0,42.75,0.015000375009375233,,0.0,0.0,,0.021742722710689843,
j_1831086,6,0,0.0,86.0,130,66.23594190467891,9.333333333333334,26.0,16.0,26.0,0.02,0.02,0.02,0.02,6.666666666666667,0.0,432350,432989,m_1376,6,0,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,1.0,0.0,42.875,0.014808233377758034,,0.0,0.0,,0.5557439924852324,
j_1309776,312,0,0.0,89.4551282051282,174,51.513035586667655,143.60576923076923,273.0,522.6025641025641,863.0,0.3407371794871795,0.69,0.533076923076923,1.02,378.99679487179486,0.1923397435897436,432455,432715,m_2340,308,0,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_2340,38.96579385500227,12.989482397446103,90.0,91.59255335250492,3.40061866877905,98.0,46.32138489480854,36.1015861964583,6.69486907825034,6607.0,0.4575107209525251,0.0,5.0,0.0,1.0,0.0,46.07,0.014699397324709687,,0.9459408190285866,0.0,,0.22612431619117437,
j_114863,3,0,0.0,9.0,27,15.588457268119896,23.666666666666668,33.0,30.666666666666668,33.0,0.02,0.02,0.023333333333333334,0.03,7.0,0.0033333333333333327,432458,432492,m_2570,3,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,1.0,0.0,47.37,0.01471129091577786,,0.0,0.0,,0.029570102886538187,
